"","Accession","Begin","End","Chromosome","Orientation","Name","Symbol","Gene.ID","Gene.Type","Transcripts.accession","Protein.accession","Protein.length","Locus.tag","source_file"
"10195","NZ_CP072258.1",3622049,3623095,"","plus","mannose-1-phosphate guanylyltransferase","",75114127,"protein-coding",NA,"WP_005680744.1",348,"INE72_RS14800","bacteroides_caccae.tsv"
"10196","NZ_CP072258.1",3623100,3623999,"","minus","AraC family transcriptional regulator","",75114128,"protein-coding",NA,"WP_005680745.1",299,"INE72_RS14805","bacteroides_caccae.tsv"
"10197","NZ_CP072258.1",3624162,3625421,"","plus","TolC family protein","",75114129,"protein-coding",NA,"WP_005680746.1",419,"INE72_RS14810","bacteroides_caccae.tsv"
"10198","NZ_CP072258.1",3625439,3626338,"","plus","HlyD family secretion protein","",75114130,"protein-coding",NA,"WP_022041683.1",299,"INE72_RS14815","bacteroides_caccae.tsv"
"10199","NZ_CP072258.1",3626357,3627826,"","plus","ATP-binding cassette domain-containing protein","",75114131,"protein-coding",NA,"WP_005680748.1",489,"INE72_RS14820","bacteroides_caccae.tsv"
"10200","NZ_CP072258.1",3627829,3628935,"","plus","ABC transporter permease","",75114132,"protein-coding",NA,"WP_005676286.1",368,"INE72_RS14825","bacteroides_caccae.tsv"
"10201","NZ_CP072258.1",3628941,3630056,"","plus","ABC transporter permease","",75114133,"protein-coding",NA,"WP_005680749.1",371,"INE72_RS14830","bacteroides_caccae.tsv"
"10202","NZ_CP072258.1",3630231,3630698,"","minus","alanyl-tRNA editing protein","",75114134,"protein-coding",NA,"WP_005680750.1",155,"INE72_RS14835","bacteroides_caccae.tsv"
"10203","NZ_CP072258.1",3630707,3631345,"","minus","SanA/YdcF family protein","",75114135,"protein-coding",NA,"WP_005680751.1",212,"INE72_RS14840","bacteroides_caccae.tsv"
"10204","NZ_CP072258.1",3631658,3632362,"","plus","SGNH/GDSL hydrolase family protein","",75114136,"protein-coding",NA,"WP_032837667.1",234,"INE72_RS14845","bacteroides_caccae.tsv"
"10205","NZ_CP072258.1",3632706,3634739,"","minus","excinuclease ABC subunit UvrB","uvrB",75114137,"protein-coding",NA,"WP_005680754.1",677,"INE72_RS14850","bacteroides_caccae.tsv"
"10206","NZ_CP072258.1",3634875,3636173,"","plus","phenylacetate--CoA ligase family protein","",75114138,"protein-coding",NA,"WP_005676280.1",432,"INE72_RS14855","bacteroides_caccae.tsv"
"10207","NZ_CP072258.1",3636193,3636618,"","plus","amino acid-binding protein","",75114139,"protein-coding",NA,"WP_005676279.1",141,"INE72_RS14860","bacteroides_caccae.tsv"
"10208","NZ_CP072258.1",3636843,3637646,"","plus","outer membrane protein assembly factor BamD","",75114140,"protein-coding",NA,"WP_005676278.1",267,"INE72_RS14865","bacteroides_caccae.tsv"
"10209","NZ_CP072258.1",3637661,3637996,"","plus","DNA-directed RNA polymerase subunit omega","",75114141,"protein-coding",NA,"WP_004299989.1",111,"INE72_RS14870","bacteroides_caccae.tsv"
"10210","NZ_CP072258.1",3638104,3638547,"","plus","DUF4293 domain-containing protein","",75114142,"protein-coding",NA,"WP_005676275.1",147,"INE72_RS14875","bacteroides_caccae.tsv"
"10211","NZ_CP072258.1",3638633,3639355,"","minus","porin family protein","",75114143,"protein-coding",NA,"WP_005676274.1",240,"INE72_RS14880","bacteroides_caccae.tsv"
"10212","NZ_CP072258.1",3639363,3641123,"","minus","LysM peptidoglycan-binding domain-containing protein","",75114144,"protein-coding",NA,"WP_005676273.1",586,"INE72_RS14885","bacteroides_caccae.tsv"
"10213","NZ_CP072258.1",3641282,3644107,"","plus","excinuclease ABC subunit UvrA","uvrA",75114145,"protein-coding",NA,"WP_005680756.1",941,"INE72_RS14890","bacteroides_caccae.tsv"
"10214","NZ_CP072258.1",3644131,3644610,"","plus","Cys-tRNA(Pro) deacylase","ybaK",75114146,"protein-coding",NA,"WP_005676269.1",159,"INE72_RS14895","bacteroides_caccae.tsv"
"10215","NZ_CP072258.1",3644717,3646381,"","plus","peptide MFS transporter","",75114147,"protein-coding",NA,"WP_005676268.1",554,"INE72_RS14900","bacteroides_caccae.tsv"
"10216","NZ_CP072258.1",3646488,3646985,"","minus","GNAT family N-acetyltransferase","",75114148,"protein-coding",NA,"WP_005676267.1",165,"INE72_RS14905","bacteroides_caccae.tsv"
"10217","NZ_CP072258.1",3647148,3647474,"","plus","PadR family transcriptional regulator","",75114149,"protein-coding",NA,"WP_005680758.1",108,"INE72_RS14910","bacteroides_caccae.tsv"
"10218","NZ_CP072258.1",3647497,3648594,"","plus","PspC domain-containing protein","",75114150,"protein-coding",NA,"WP_005676265.1",365,"INE72_RS14915","bacteroides_caccae.tsv"
"10219","NZ_CP072258.1",3648748,3649746,"","plus","MBL fold metallo-hydrolase","",75114151,"protein-coding",NA,"WP_032837671.1",332,"INE72_RS14920","bacteroides_caccae.tsv"
"10220","NZ_CP072258.1",3649765,3650271,"","plus","flavin reductase family protein","",75114152,"protein-coding",NA,"WP_005680760.1",168,"INE72_RS14925","bacteroides_caccae.tsv"
"10221","NZ_CP072258.1",3650382,3652484,"","minus","dipeptidyl-peptidase Dpp5","dpp5",75114153,"protein-coding",NA,"WP_005680762.1",700,"INE72_RS14930","bacteroides_caccae.tsv"
"10222","NZ_CP072258.1",3652533,3653864,"","minus","multidrug efflux MATE transporter BexA","bexA",75114154,"protein-coding",NA,"WP_005676260.1",443,"INE72_RS14935","bacteroides_caccae.tsv"
"10223","NZ_CP072258.1",3653946,3655799,"","minus","membrane protein insertase YidC","yidC",75114155,"protein-coding",NA,"WP_005680765.1",617,"INE72_RS14940","bacteroides_caccae.tsv"
"10224","NZ_CP072258.1",3655825,3657435,"","minus","CTP synthase","",75114156,"protein-coding",NA,"WP_005680766.1",536,"INE72_RS14945","bacteroides_caccae.tsv"
"10225","NZ_CP072258.1",3657625,3659139,"","plus","DUF3078 domain-containing protein","",75114157,"protein-coding",NA,"WP_005676257.1",504,"INE72_RS14950","bacteroides_caccae.tsv"
"10226","NZ_CP072258.1",3659625,3660209,"","plus","DUF3575 domain-containing protein","",75114158,"protein-coding",NA,"WP_005680767.1",194,"INE72_RS14955","bacteroides_caccae.tsv"
"10227","NZ_CP072258.1",3660221,3661636,"","plus","DUF3868 domain-containing protein","",75114159,"protein-coding",NA,"WP_005680768.1",471,"INE72_RS14960","bacteroides_caccae.tsv"
"10228","NZ_CP072258.1",3661664,3663463,"","plus","Mfa1 family fimbria major subunit","",75114160,"protein-coding",NA,"WP_005680769.1",599,"INE72_RS14965","bacteroides_caccae.tsv"
"10229","NZ_CP072258.1",3663519,3664580,"","plus","FimB/Mfa2 family fimbrial subunit","",75114161,"protein-coding",NA,"WP_005680770.1",353,"INE72_RS14970","bacteroides_caccae.tsv"
"10230","NZ_CP072258.1",3664612,3665775,"","plus","hypothetical protein","",75114162,"protein-coding",NA,"WP_005680771.1",387,"INE72_RS14975","bacteroides_caccae.tsv"
"10231","NZ_CP072258.1",3665782,3669069,"","plus","DUF4906 domain-containing protein","",75114163,"protein-coding",NA,"WP_005680772.1",1095,"INE72_RS14980","bacteroides_caccae.tsv"
"10232","NZ_CP072258.1",3669225,3669791,"","plus","UpxY family transcription antiterminator","",75114164,"protein-coding",NA,"WP_005676250.1",188,"INE72_RS14985","bacteroides_caccae.tsv"
"10233","NZ_CP072258.1",3669827,3672238,"","plus","polysaccharide biosynthesis/export family protein","",75114165,"protein-coding",NA,"WP_005680774.1",803,"INE72_RS14990","bacteroides_caccae.tsv"
"10234","NZ_CP072258.1",3672259,3673380,"","plus","chain-length determining protein","",75114166,"protein-coding",NA,"WP_005680775.1",373,"INE72_RS14995","bacteroides_caccae.tsv"
"10235","NZ_CP072258.1",3673400,3674809,"","plus","undecaprenyl-phosphate glucose phosphotransferase","",75114167,"protein-coding",NA,"WP_005680776.1",469,"INE72_RS15000","bacteroides_caccae.tsv"
"10236","NZ_CP072258.1",3674997,3676598,"","plus","cytidylyltransferase domain-containing protein","",75114168,"protein-coding",NA,"WP_005680777.1",533,"INE72_RS15005","bacteroides_caccae.tsv"
"10237","NZ_CP072258.1",3676614,3677651,"","plus","N-acetylneuraminate synthase family protein","",75114169,"protein-coding",NA,"WP_005680778.1",345,"INE72_RS15010","bacteroides_caccae.tsv"
"10238","NZ_CP072258.1",3677760,3678977,"","plus","oligosaccharide flippase family protein","",75114170,"protein-coding",NA,"WP_005680779.1",405,"INE72_RS15015","bacteroides_caccae.tsv"
"10239","NZ_CP072258.1",3678992,3679948,"","plus","hypothetical protein","",75114171,"protein-coding",NA,"WP_005680780.1",318,"INE72_RS15020","bacteroides_caccae.tsv"
"10240","NZ_CP072258.1",3679950,3680828,"","plus","hypothetical protein","",75114172,"protein-coding",NA,"WP_005680781.1",292,"INE72_RS15025","bacteroides_caccae.tsv"
"10241","NZ_CP072258.1",3680825,3681955,"","plus","glycosyltransferase","",75114173,"protein-coding",NA,"WP_005680783.1",376,"INE72_RS15030","bacteroides_caccae.tsv"
"10242","NZ_CP072258.1",3681957,3683027,"","plus","EpsG family protein","",75114174,"protein-coding",NA,"WP_032837678.1",356,"INE72_RS15035","bacteroides_caccae.tsv"
"10243","NZ_CP072258.1",3683033,3684034,"","plus","glycosyltransferase family 2 protein","",75114175,"protein-coding",NA,"WP_005680785.1",333,"INE72_RS15040","bacteroides_caccae.tsv"
"10244","NZ_CP072258.1",3684055,3685128,"","plus","glycosyltransferase family 4 protein","",75114176,"protein-coding",NA,"WP_005680786.1",357,"INE72_RS15045","bacteroides_caccae.tsv"
"10245","NZ_CP072258.1",3685239,3686360,"","plus","glycosyltransferase family 4 protein","",75114177,"protein-coding",NA,"WP_005676228.1",373,"INE72_RS15050","bacteroides_caccae.tsv"
"10246","NZ_CP072258.1",3686357,3687325,"","plus","NAD-dependent epimerase/dehydratase family protein","",75114178,"protein-coding",NA,"WP_005680788.1",322,"INE72_RS15055","bacteroides_caccae.tsv"
"10247","NZ_CP072258.1",3687617,3688030,"","minus","N-acetylmuramoyl-L-alanine amidase","",75114179,"protein-coding",NA,"WP_005680789.1",137,"INE72_RS15060","bacteroides_caccae.tsv"
"10248","NZ_CP072258.1",3688035,3688142,"","minus","smalltalk protein","",75114180,"protein-coding",NA,"WP_005680790.1",35,"INE72_RS15065","bacteroides_caccae.tsv"
"10249","NZ_CP072258.1",3688168,3688650,"","minus","HU family DNA-binding protein","",75114181,"protein-coding",NA,"WP_005680791.1",160,"INE72_RS15070","bacteroides_caccae.tsv"
"10250","NZ_CP072258.1",3688871,3689089,"","plus","DUF4248 domain-containing protein","",75114182,"protein-coding",NA,"WP_005676221.1",72,"INE72_RS15075","bacteroides_caccae.tsv"
"10251","NZ_CP072258.1",3689249,3691084,"","minus","DUF3987 domain-containing protein","",75114183,"protein-coding",NA,"WP_005676220.1",611,"INE72_RS15080","bacteroides_caccae.tsv"
"10252","NZ_CP072258.1",3691081,3691731,"","minus","BT4734/BF3469 family protein","",75114184,"protein-coding",NA,"WP_005680792.1",216,"INE72_RS15085","bacteroides_caccae.tsv"
"10253","NZ_CP072258.1",3692045,3692206,"","plus","hypothetical protein","",75114185,"protein-coding",NA,"WP_005680793.1",53,"INE72_RS15090","bacteroides_caccae.tsv"
"10254","NZ_CP072258.1",3692316,3692741,"","plus","SoxR reducing system RseC family protein","",75114186,"protein-coding",NA,"WP_005676216.1",141,"INE72_RS15095","bacteroides_caccae.tsv"
"10255","NZ_CP072258.1",3692749,3693651,"","plus","Fe-S cluster domain-containing protein","",75114187,"protein-coding",NA,"WP_005676215.1",300,"INE72_RS15100","bacteroides_caccae.tsv"
"10256","NZ_CP072258.1",3693676,3695013,"","plus","electron transport complex subunit RsxC","rsxC",75114188,"protein-coding",NA,"WP_005676214.1",445,"INE72_RS15105","bacteroides_caccae.tsv"
"10257","NZ_CP072258.1",3695019,3696011,"","plus","RnfABCDGE type electron transport complex subunit D","",75114189,"protein-coding",NA,"WP_005676213.1",330,"INE72_RS15110","bacteroides_caccae.tsv"
"10258","NZ_CP072258.1",3696008,3696745,"","plus","RnfABCDGE type electron transport complex subunit G","",75114190,"protein-coding",NA,"WP_005676212.1",245,"INE72_RS15115","bacteroides_caccae.tsv"
"10259","NZ_CP072258.1",3696760,3697344,"","plus","RnfABCDGE type electron transport complex subunit E","",75114191,"protein-coding",NA,"WP_005676211.1",194,"INE72_RS15120","bacteroides_caccae.tsv"
"10260","NZ_CP072258.1",3697367,3697939,"","plus","electron transport complex subunit RsxA","rsxA",75114192,"protein-coding",NA,"WP_004303570.1",190,"INE72_RS15125","bacteroides_caccae.tsv"
"10261","NZ_CP072258.1",3698162,3699196,"","plus","UDP-glucose 4-epimerase GalE","galE",75114193,"protein-coding",NA,"WP_005676207.1",344,"INE72_RS15130","bacteroides_caccae.tsv"
"10262","NZ_CP072258.1",3699894,3700724,"","minus","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase","ispE",75114194,"protein-coding",NA,"WP_005680795.1",276,"INE72_RS15135","bacteroides_caccae.tsv"
"10263","NZ_CP072258.1",3700912,3702480,"","plus","replicative DNA helicase","dnaB",75114195,"protein-coding",NA,"WP_005680796.1",522,"INE72_RS15140","bacteroides_caccae.tsv"
"10264","NZ_CP072258.1",3702814,3705276,"","plus","phenylalanine--tRNA ligase subunit beta","pheT",75114196,"protein-coding",NA,"WP_005680797.1",820,"INE72_RS15145","bacteroides_caccae.tsv"
"10265","NZ_CP072258.1",3705308,3706048,"","plus","YebC/PmpR family DNA-binding transcriptional regulator","",75114197,"protein-coding",NA,"WP_005676202.1",246,"INE72_RS15150","bacteroides_caccae.tsv"
"10266","NZ_CP072258.1",3706056,3706301,"","plus","TIGR03905 family TSCPD domain-containing protein","",75114198,"protein-coding",NA,"WP_005676200.1",81,"INE72_RS15155","bacteroides_caccae.tsv"
"10267","NZ_CP072258.1",3706500,3707753,"","plus","Nramp family divalent metal transporter","",75114199,"protein-coding",NA,"WP_005676199.1",417,"INE72_RS15160","bacteroides_caccae.tsv"
"10268","NZ_CP072258.1",3707782,3708552,"","plus","exodeoxyribonuclease III","",75114200,"protein-coding",NA,"WP_032838069.1",256,"INE72_RS15165","bacteroides_caccae.tsv"
"10269","NZ_CP072258.1",3708556,3709017,"","plus","C-GCAxxG-C-C family protein","",75114201,"protein-coding",NA,"WP_005676197.1",153,"INE72_RS15170","bacteroides_caccae.tsv"
"10270","NZ_CP072258.1",3709171,3709371,"","plus","winged helix-turn-helix domain-containing protein","",75114202,"protein-coding",NA,"WP_004295603.1",66,"INE72_RS15175","bacteroides_caccae.tsv"
"10271","NZ_CP072258.1",3709499,3711280,"","plus","translation elongation factor 4","lepA",75114203,"protein-coding",NA,"WP_005676190.1",593,"INE72_RS15180","bacteroides_caccae.tsv"
"10272","NZ_CP072258.1",3711423,3712601,"","plus","cation:proton antiporter","",75114204,"protein-coding",NA,"WP_005676188.1",392,"INE72_RS15185","bacteroides_caccae.tsv"
"10273","NZ_CP072258.1",3712798,3713166,"","plus","BlaI/MecI/CopY family transcriptional regulator","",75114205,"protein-coding",NA,"WP_005676185.1",122,"INE72_RS15190","bacteroides_caccae.tsv"
"10274","NZ_CP072258.1",3713219,3714892,"","plus","M56 family metallopeptidase","",75114206,"protein-coding",NA,"WP_005680799.1",557,"INE72_RS15195","bacteroides_caccae.tsv"
"10275","NZ_CP072258.1",3715202,3716434,"","minus","DNA recombination protein RmuC","",75114207,"protein-coding",NA,"WP_005676181.1",410,"INE72_RS15200","bacteroides_caccae.tsv"
"10276","NZ_CP072258.1",3716435,3717289,"","minus","type I methionyl aminopeptidase","map",75114208,"protein-coding",NA,"WP_005680800.1",284,"INE72_RS15205","bacteroides_caccae.tsv"
"10277","NZ_CP072258.1",3717388,3719022,"","minus","B12-binding domain-containing radical SAM protein","",75114209,"protein-coding",NA,"WP_005680801.1",544,"INE72_RS15210","bacteroides_caccae.tsv"
"10278","NZ_CP072258.1",3719135,3719533,"","plus","hypothetical protein","",75114210,"protein-coding",NA,"WP_005676177.1",132,"INE72_RS15215","bacteroides_caccae.tsv"
"10279","NZ_CP072258.1",3719614,3720534,"","minus","RluA family pseudouridine synthase","",75114211,"protein-coding",NA,"WP_005676176.1",306,"INE72_RS15220","bacteroides_caccae.tsv"
"10280","NZ_CP072258.1",3720569,3721939,"","minus","23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD","rlmD",75114212,"protein-coding",NA,"WP_229030940.1",456,"INE72_RS15225","bacteroides_caccae.tsv"
"10281","NZ_CP072258.1",3722187,3724907,"","plus","pyruvate, phosphate dikinase","ppdK",75114213,"protein-coding",NA,"WP_005680803.1",906,"INE72_RS15230","bacteroides_caccae.tsv"
"10282","NZ_CP072258.1",3725103,3726599,"","plus","phage integrase SAM-like domain-containing protein","",75114214,"protein-coding",NA,"WP_005680804.1",498,"INE72_RS15235","bacteroides_caccae.tsv"
"10283","NZ_CP072258.1",3726703,3726912,"","minus","hypothetical protein","",75114215,"protein-coding",NA,"WP_005680805.1",69,"INE72_RS15240","bacteroides_caccae.tsv"
"10284","NZ_CP072258.1",3727747,3728133,"","plus","plasmid mobilization protein","",75114216,"protein-coding",NA,"WP_032838072.1",128,"INE72_RS15245","bacteroides_caccae.tsv"
"10285","NZ_CP072258.1",3728198,3729757,"","plus","relaxase/mobilization nuclease domain-containing protein","",75114217,"protein-coding",NA,"WP_005680807.1",519,"INE72_RS15250","bacteroides_caccae.tsv"
"10286","NZ_CP072258.1",3729960,3730745,"","plus","ParA family protein","",75114218,"protein-coding",NA,"WP_005680808.1",261,"INE72_RS15255","bacteroides_caccae.tsv"
"10287","NZ_CP072258.1",3730777,3731205,"","plus","hypothetical protein","",75114219,"protein-coding",NA,"WP_005680809.1",142,"INE72_RS15260","bacteroides_caccae.tsv"
"10288","NZ_CP072258.1",3731202,3731798,"","plus","hypothetical protein","",75114220,"protein-coding",NA,"WP_005680810.1",198,"INE72_RS15265","bacteroides_caccae.tsv"
"10289","NZ_CP072258.1",3731808,3732218,"","plus","hypothetical protein","",75114221,"protein-coding",NA,"WP_005680811.1",136,"INE72_RS15270","bacteroides_caccae.tsv"
"10290","NZ_CP072258.1",3732296,3732652,"","plus","DUF4134 domain-containing protein","",75114222,"protein-coding",NA,"WP_032837684.1",118,"INE72_RS15275","bacteroides_caccae.tsv"
"10291","NZ_CP072258.1",3732677,3732967,"","plus","hypothetical protein","",75114223,"protein-coding",NA,"WP_005680815.1",96,"INE72_RS15280","bacteroides_caccae.tsv"
"10292","NZ_CP072258.1",3732987,3735821,"","plus","TraG family conjugative transposon ATPase","",75114224,"protein-coding",NA,"WP_005680816.1",944,"INE72_RS15285","bacteroides_caccae.tsv"
"10293","NZ_CP072258.1",3735815,3736570,"","plus","hypothetical protein","",75114225,"protein-coding",NA,"WP_005680818.1",251,"INE72_RS15290","bacteroides_caccae.tsv"
"10294","NZ_CP072258.1",3736591,3737283,"","plus","hypothetical protein","",75114226,"protein-coding",NA,"WP_005680820.1",230,"INE72_RS15295","bacteroides_caccae.tsv"
"10295","NZ_CP072258.1",3737273,3737959,"","plus","DUF5045 domain-containing protein","",75114227,"protein-coding",NA,"WP_005680821.1",228,"INE72_RS15300","bacteroides_caccae.tsv"
"10296","NZ_CP072258.1",3738004,3739131,"","plus","TraJ family protein","",75114228,"protein-coding",NA,"WP_005680822.1",375,"INE72_RS15305","bacteroides_caccae.tsv"
