locus_tag	ftype	length_bp	gene	EC_number	COG	product
EKHJKCLP_01565	CDS	1383	surA_2	5.2.1.8		Chaperone SurA
EKHJKCLP_01566	CDS	1719	lptD_1			LPS-assembly protein LptD
EKHJKCLP_01567	CDS	303				hypothetical protein
EKHJKCLP_01568	CDS	1902	mutL		COG0323	DNA mismatch repair protein MutL
EKHJKCLP_01569	CDS	1188			COG2885	Outer membrane protein 40
EKHJKCLP_01570	CDS	1989		3.2.1.52	COG3525	Beta-hexosaminidase
EKHJKCLP_01571	CDS	639				hypothetical protein
EKHJKCLP_01572	CDS	702				hypothetical protein
EKHJKCLP_01573	CDS	459				hypothetical protein
EKHJKCLP_01574	CDS	1095	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
EKHJKCLP_01575	CDS	3222	pyrAB_1	6.3.4.16	COG0458	Carbamoyl phosphate synthase pyrimidine-specific large chain
EKHJKCLP_01576	CDS	774	yaaA		COG3022	DNA-binding and peroxide stress resistance protein YaaA
EKHJKCLP_01577	CDS	552		2.3.1.-		Putative acetyltransferase
EKHJKCLP_01578	tRNA	76				tRNA-Val(tac)
EKHJKCLP_01579	tRNA	76				tRNA-Val(tac)
EKHJKCLP_01580	CDS	1347	purB	4.3.2.2		Adenylosuccinate lyase
EKHJKCLP_01581	CDS	1485				hypothetical protein
EKHJKCLP_01582	CDS	1404	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
EKHJKCLP_01583	CDS	492				hypothetical protein
EKHJKCLP_01584	CDS	462	rplM			Large ribosomal subunit protein uL13
EKHJKCLP_01585	CDS	387	rpsI		COG0103	Small ribosomal subunit protein uS9
EKHJKCLP_01586	CDS	837	rpsB		COG0052	Small ribosomal subunit protein uS2
EKHJKCLP_01587	CDS	993	tsf			Elongation factor Ts
EKHJKCLP_01588	CDS	510	resA_10		COG0526	Thiol-disulfide oxidoreductase ResA
EKHJKCLP_01589	CDS	351				hypothetical protein
EKHJKCLP_01590	CDS	651	rex		COG2344	Redox-sensing transcriptional repressor Rex
EKHJKCLP_01591	CDS	615	ycgM	5.3.2.2	COG0179	Oxaloacetate tautomerase YcgM
EKHJKCLP_01592	CDS	483	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
EKHJKCLP_01593	CDS	1008				hypothetical protein
EKHJKCLP_01594	CDS	864				hypothetical protein
EKHJKCLP_01595	CDS	591				hypothetical protein
EKHJKCLP_01596	CDS	1053	mnmA_2	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
EKHJKCLP_01597	CDS	1365	aprN	3.4.21.62		Subtilisin NAT
EKHJKCLP_01598	CDS	1230	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
EKHJKCLP_01599	CDS	210				hypothetical protein
EKHJKCLP_01600	CDS	1020	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
EKHJKCLP_01601	CDS	759	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
EKHJKCLP_01602	CDS	1101				Iron-sulfur cluster carrier protein
EKHJKCLP_01603	CDS	1896	resA_11			Thiol-disulfide oxidoreductase ResA
EKHJKCLP_01604	CDS	1806				hypothetical protein
EKHJKCLP_01605	CDS	366				hypothetical protein
EKHJKCLP_01606	CDS	588				hypothetical protein
EKHJKCLP_01607	CDS	1260				hypothetical protein
EKHJKCLP_01608	CDS	1182				hypothetical protein
EKHJKCLP_01609	CDS	993				hypothetical protein
EKHJKCLP_01610	CDS	1464				hypothetical protein
EKHJKCLP_01611	CDS	177				hypothetical protein
EKHJKCLP_01612	CDS	1443				hypothetical protein
EKHJKCLP_01613	CDS	1452				hypothetical protein
EKHJKCLP_01614	CDS	942	mdh_2	1.1.1.37		Malate dehydrogenase
EKHJKCLP_01615	CDS	873				hypothetical protein
EKHJKCLP_01616	CDS	873	nadK	2.7.1.23		NAD kinase
EKHJKCLP_01617	CDS	162				hypothetical protein
EKHJKCLP_01618	CDS	714	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
EKHJKCLP_01619	CDS	720	tolQ_2			Tol-Pal system protein TolQ
EKHJKCLP_01620	CDS	417	tolR_2			Tol-Pal system protein TolR
EKHJKCLP_01621	CDS	873				hypothetical protein
EKHJKCLP_01622	CDS	552	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
EKHJKCLP_01623	CDS	660	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
EKHJKCLP_01624	CDS	2097	recG	5.6.2.4		ATP-dependent DNA helicase RecG
EKHJKCLP_01625	CDS	465	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
EKHJKCLP_01626	CDS	873				hypothetical protein
EKHJKCLP_01627	CDS	564				hypothetical protein
EKHJKCLP_01628	CDS	1392				hypothetical protein
EKHJKCLP_01629	CDS	759	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
EKHJKCLP_01630	CDS	450				hypothetical protein
EKHJKCLP_01631	CDS	594	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
EKHJKCLP_01632	CDS	2103	dnaG_1	2.7.7.101		DNA primase
EKHJKCLP_01633	CDS	774				hypothetical protein
EKHJKCLP_01634	CDS	1062	kdsA_1	2.5.1.55		2-dehydro-3-deoxyphosphooctonate aldolase
EKHJKCLP_01635	CDS	1188	dapL_1	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
EKHJKCLP_01636	CDS	849	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
EKHJKCLP_01637	CDS	963	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
EKHJKCLP_01638	CDS	1905	cshA_1	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
EKHJKCLP_01639	CDS	1719	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
EKHJKCLP_01640	CDS	435				hypothetical protein
EKHJKCLP_01641	CDS	531	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
EKHJKCLP_01642	CDS	1794	clcB			Voltage-gated ClC-type chloride channel ClcB
EKHJKCLP_01643	CDS	969	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
EKHJKCLP_01644	CDS	651	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
EKHJKCLP_01645	CDS	2127				hypothetical protein
EKHJKCLP_01646	CDS	1038	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
EKHJKCLP_01647	CDS	654				hypothetical protein
EKHJKCLP_01648	CDS	1392	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
EKHJKCLP_01649	CDS	2379	iacT		COG4773	Iron and copper transporter IacT
EKHJKCLP_01650	CDS	1335				hypothetical protein
EKHJKCLP_01651	CDS	603				hypothetical protein
EKHJKCLP_01652	CDS	711				hypothetical protein
EKHJKCLP_01653	CDS	1005				hypothetical protein
EKHJKCLP_01654	CDS	1368	radA	3.6.4.-	COG1066	DNA repair protein RadA
EKHJKCLP_01655	CDS	771	ansA_1	3.5.1.1	COG0252	L-asparaginase 1
EKHJKCLP_01656	CDS	2442	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
EKHJKCLP_01657	CDS	1209				hypothetical protein
EKHJKCLP_01658	CDS	1302	thrC	4.2.3.1	COG0498	Threonine synthase
EKHJKCLP_01659	CDS	627				hypothetical protein
EKHJKCLP_01660	CDS	606	pnuC		COG3201	Nicotinamide riboside transporter PnuC
EKHJKCLP_01661	CDS	2253	btuB_1			Vitamin B12 transporter BtuB
EKHJKCLP_01662	CDS	912	mscS		COG0668	Small-conductance mechanosensitive channel
EKHJKCLP_01663	CDS	240				hypothetical protein
EKHJKCLP_01664	CDS	1287		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
EKHJKCLP_01665	CDS	471	lrp		COG1522	Leucine-responsive regulatory protein
EKHJKCLP_01666	CDS	801	kdgR		COG1414	HTH-type transcriptional regulator KdgR
EKHJKCLP_01667	CDS	1758				hypothetical protein
EKHJKCLP_01668	CDS	1095				hypothetical protein
EKHJKCLP_01669	CDS	570		5.3.1.15	COG3822	D-lyxose/D-mannose isomerase
EKHJKCLP_01670	CDS	3414	egtB_1	1.14.99.50		Hercynine oxygenase
EKHJKCLP_01671	CDS	2415	ccsA_1			Cytochrome c biogenesis protein CcsA
EKHJKCLP_01672	CDS	885				hypothetical protein
EKHJKCLP_01673	CDS	633	vat	2.3.1.-		Virginiamycin A acetyltransferase
EKHJKCLP_01674	CDS	543	bsaA			Glutathione peroxidase BsaA
EKHJKCLP_01675	CDS	519	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
EKHJKCLP_01676	CDS	1221	queA_2	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
EKHJKCLP_01677	tRNA	75				tRNA-Pro(ggg)
EKHJKCLP_01678	CDS	867				hypothetical protein
EKHJKCLP_01679	CDS	1062	aroB	4.2.3.4		3-dehydroquinate synthase
EKHJKCLP_01680	CDS	405				hypothetical protein
EKHJKCLP_01681	CDS	2919				hypothetical protein
EKHJKCLP_01682	CDS	1440	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
EKHJKCLP_01683	CDS	492	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
EKHJKCLP_01684	CDS	771				hypothetical protein
EKHJKCLP_01685	CDS	687				hypothetical protein
EKHJKCLP_01686	CDS	1419	recD2_1	5.6.2.3	COG0507	ATP-dependent RecD2 DNA helicase
EKHJKCLP_01687	CDS	1725				hypothetical protein
EKHJKCLP_01688	CDS	3387			COG4771	TonB-dependent receptor P3
EKHJKCLP_01689	CDS	216				hypothetical protein
EKHJKCLP_01690	CDS	435				hypothetical protein
EKHJKCLP_01691	CDS	2271				hypothetical protein
EKHJKCLP_01692	CDS	2277				hypothetical protein
EKHJKCLP_01693	CDS	969				hypothetical protein
EKHJKCLP_01694	CDS	555	fliA			RNA polymerase sigma factor FliA
EKHJKCLP_01695	CDS	2238				hypothetical protein
EKHJKCLP_01696	CDS	2619	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
EKHJKCLP_01697	CDS	969				hypothetical protein
EKHJKCLP_01698	CDS	345				hypothetical protein
EKHJKCLP_01699	CDS	2247	spoT	3.1.7.2	COG0317	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
EKHJKCLP_01700	CDS	1296				hypothetical protein
EKHJKCLP_01701	CDS	888				hypothetical protein
EKHJKCLP_01702	CDS	891	parB		COG1475	putative chromosome-partitioning protein ParB
EKHJKCLP_01703	CDS	948				Iron-sulfur cluster carrier protein
EKHJKCLP_01704	CDS	768	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
EKHJKCLP_01705	CDS	1137	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
EKHJKCLP_01706	CDS	789				hypothetical protein
EKHJKCLP_01707	CDS	849				hypothetical protein
EKHJKCLP_01708	CDS	2130	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
EKHJKCLP_01709	CDS	360	rsfS		COG0799	Ribosomal silencing factor RsfS
EKHJKCLP_01710	tRNA	72				tRNA-Gln(ctg)
EKHJKCLP_01711	CDS	1854				hypothetical protein
EKHJKCLP_01712	CDS	1341	mgtE		COG2239	Magnesium transporter MgtE
EKHJKCLP_01713	CDS	801	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
EKHJKCLP_01714	CDS	987				hypothetical protein
EKHJKCLP_01715	CDS	1458	pepD_1	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
EKHJKCLP_01716	CDS	99				hypothetical protein
EKHJKCLP_01717	CDS	90				hypothetical protein
EKHJKCLP_01718	CDS	5739				hypothetical protein
EKHJKCLP_01719	CDS	1068				hypothetical protein
EKHJKCLP_01720	CDS	1101		3.6.-.-	COG1703	putative GTPase
EKHJKCLP_01721	CDS	4107	lacZ_8	3.2.1.23		Beta-galactosidase
EKHJKCLP_01722	CDS	918				hypothetical protein
EKHJKCLP_01723	CDS	204				hypothetical protein
EKHJKCLP_01724	CDS	864				hypothetical protein
EKHJKCLP_01725	CDS	1002				hypothetical protein
EKHJKCLP_01726	CDS	1332	ybdG_1		COG0668	Mechanosensing system component YbdG
EKHJKCLP_01727	CDS	897	rhaR_1			HTH-type transcriptional activator RhaR
EKHJKCLP_01728	CDS	2667				hypothetical protein
EKHJKCLP_01729	CDS	1212				hypothetical protein
EKHJKCLP_01730	CDS	2793	rcsC_22	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_01731	CDS	1440	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
EKHJKCLP_01732	CDS	1485	ndhD1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
EKHJKCLP_01733	CDS	1917	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
EKHJKCLP_01734	CDS	309		7.1.1.-		NADH-quinone oxidoreductase subunit 11
EKHJKCLP_01735	CDS	513	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
EKHJKCLP_01736	CDS	489	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
EKHJKCLP_01737	CDS	1077	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
EKHJKCLP_01738	CDS	1593	nuoC2	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D 2
EKHJKCLP_01739	CDS	603	nqo6	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit 6
EKHJKCLP_01740	CDS	351	ndhC	7.1.1.-	COG0838	NAD(P)H-quinone oxidoreductase subunit 3
EKHJKCLP_01741	CDS	378				hypothetical protein
EKHJKCLP_01742	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
EKHJKCLP_01743	CDS	1341	trkA		COG0569	Trk system potassium uptake protein TrkA
EKHJKCLP_01744	CDS	1944	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
EKHJKCLP_01745	CDS	990				hypothetical protein
EKHJKCLP_01746	CDS	2493		5.1.1.1		Alanine racemase
EKHJKCLP_01747	CDS	219	tatA			Sec-independent protein translocase protein TatA
EKHJKCLP_01748	CDS	804	tatC2		COG0805	Sec-independent protein translocase protein TatCy
EKHJKCLP_01749	CDS	3354				hypothetical protein
EKHJKCLP_01750	CDS	1419	exuT		COG2271	Hexuronate transporter
EKHJKCLP_01751	CDS	921	kduI_2	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
EKHJKCLP_01752	CDS	1401	gatC		COG3775	PTS system galactitol-specific EIIC component
EKHJKCLP_01753	CDS	1200	yteR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
EKHJKCLP_01754	CDS	978	pemA	3.1.1.11	COG4677	Pectinesterase A
EKHJKCLP_01755	CDS	135				hypothetical protein
EKHJKCLP_01756	CDS	1740				hypothetical protein
EKHJKCLP_01757	CDS	4551	rcsC_23	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_01758	CDS	1590				hypothetical protein
EKHJKCLP_01759	CDS	1857				hypothetical protein
EKHJKCLP_01760	CDS	3201			COG4771	TonB-dependent receptor P3
EKHJKCLP_01761	CDS	1521				hypothetical protein
EKHJKCLP_01762	CDS	1617				hypothetical protein
EKHJKCLP_01763	CDS	783				hypothetical protein
EKHJKCLP_01764	CDS	813				hypothetical protein
EKHJKCLP_01765	CDS	981				hypothetical protein
EKHJKCLP_01766	CDS	1194	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
EKHJKCLP_01767	CDS	813	nagB_1	3.5.99.6		Glucosamine-6-phosphate deaminase
EKHJKCLP_01768	CDS	615	yciO		COG0009	putative protein YciO
EKHJKCLP_01769	CDS	2523				hypothetical protein
EKHJKCLP_01770	CDS	2001	recD2_2	5.6.2.3		ATP-dependent RecD2 DNA helicase
EKHJKCLP_01771	CDS	786				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
EKHJKCLP_01772	CDS	144				hypothetical protein
EKHJKCLP_01773	CDS	546				hypothetical protein
EKHJKCLP_01774	CDS	2034				hypothetical protein
EKHJKCLP_01775	CDS	2367				hypothetical protein
EKHJKCLP_01776	CDS	1170	patB_1	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
EKHJKCLP_01777	CDS	603	algU_2			RNA polymerase sigma-H factor
EKHJKCLP_01778	CDS	1029				hypothetical protein
EKHJKCLP_01779	CDS	3453			COG4771	TonB-dependent receptor P3
EKHJKCLP_01780	CDS	1806				hypothetical protein
EKHJKCLP_01781	CDS	879				hypothetical protein
EKHJKCLP_01782	CDS	2793				hypothetical protein
EKHJKCLP_01783	CDS	2589		3.2.1.177	COG1501	Alpha-xylosidase BoGH31A
EKHJKCLP_01784	CDS	1590		3.2.1.-	COG3507	Beta-xylosidase
EKHJKCLP_01785	CDS	1986				hypothetical protein
EKHJKCLP_01786	CDS	2856				hypothetical protein
EKHJKCLP_01787	CDS	2460	lacZ_9	3.2.1.23		Beta-galactosidase
EKHJKCLP_01788	CDS	1797				hypothetical protein
EKHJKCLP_01789	CDS	4632				hypothetical protein
EKHJKCLP_01790	CDS	660	gph_2	3.1.3.18	COG0546	Phosphoglycolate phosphatase
EKHJKCLP_01791	CDS	1677		3.2.1.-	COG3507	Beta-xylosidase
EKHJKCLP_01792	CDS	1242				hypothetical protein
EKHJKCLP_01793	CDS	1620	pehX	3.2.1.82		Exo-poly-alpha-D-galacturonosidase
EKHJKCLP_01794	CDS	858	fabI	1.3.1.9		Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
EKHJKCLP_01795	CDS	1008				hypothetical protein
EKHJKCLP_01796	CDS	705	rsmI_2	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
EKHJKCLP_01797	CDS	1122				hypothetical protein
EKHJKCLP_01798	CDS	849	lipA	2.8.1.8	COG0320	Lipoyl synthase
EKHJKCLP_01799	CDS	2211	dap4	3.4.14.5		Dipeptidyl aminopeptidase 4
EKHJKCLP_01800	CDS	948				hypothetical protein
EKHJKCLP_01801	CDS	222				hypothetical protein
EKHJKCLP_01802	CDS	303				hypothetical protein
EKHJKCLP_01803	CDS	369				hypothetical protein
EKHJKCLP_01804	CDS	2592				hypothetical protein
EKHJKCLP_01805	CDS	444				hypothetical protein
EKHJKCLP_01806	CDS	888	miaA_1	2.5.1.75	COG0324	tRNA dimethylallyltransferase
EKHJKCLP_01807	CDS	558				hypothetical protein
EKHJKCLP_01808	CDS	768	lpxA_2	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
EKHJKCLP_01809	CDS	1386	lpxC	3.5.1.108		UDP-3-O-acyl-N-acetylglucosamine deacetylase
EKHJKCLP_01810	CDS	1041	lpxD	2.3.1.191		UDP-3-O-acylglucosamine N-acyltransferase
EKHJKCLP_01811	CDS	1230				hypothetical protein
EKHJKCLP_01812	CDS	825	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
EKHJKCLP_01813	CDS	1113	prfA		COG0216	Peptide chain release factor RF1
EKHJKCLP_01814	CDS	1167	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
EKHJKCLP_01815	CDS	582	lemA_1		COG1704	Protein LemA
EKHJKCLP_01816	CDS	921				hypothetical protein
EKHJKCLP_01817	CDS	951				hypothetical protein
EKHJKCLP_01818	CDS	747	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
EKHJKCLP_01819	CDS	738	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
EKHJKCLP_01820	CDS	945	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
EKHJKCLP_01821	CDS	1017			COG1702	PhoH-like protein
EKHJKCLP_01822	CDS	1548				hypothetical protein
EKHJKCLP_01823	CDS	675				hypothetical protein
EKHJKCLP_01824	CDS	102				hypothetical protein
EKHJKCLP_01825	CDS	1515	floT		COG2268	Flotillin-like protein FloT
EKHJKCLP_01826	CDS	1146	xerC_17			Tyrosine recombinase XerC
EKHJKCLP_01827	CDS	705				hypothetical protein
EKHJKCLP_01828	CDS	375				hypothetical protein
EKHJKCLP_01829	CDS	1101				hypothetical protein
EKHJKCLP_01830	CDS	888				hypothetical protein
EKHJKCLP_01831	CDS	444				hypothetical protein
EKHJKCLP_01832	CDS	327				hypothetical protein
EKHJKCLP_01833	CDS	378				hypothetical protein
EKHJKCLP_01834	CDS	297				hypothetical protein
EKHJKCLP_01835	CDS	2709				hypothetical protein
EKHJKCLP_01836	CDS	2547				hypothetical protein
EKHJKCLP_01837	CDS	726				hypothetical protein
EKHJKCLP_01838	CDS	768				hypothetical protein
EKHJKCLP_01839	CDS	228				hypothetical protein
EKHJKCLP_01840	CDS	438				hypothetical protein
EKHJKCLP_01841	CDS	333				hypothetical protein
EKHJKCLP_01842	CDS	348				hypothetical protein
EKHJKCLP_01843	CDS	870				hypothetical protein
EKHJKCLP_01844	CDS	408				hypothetical protein
EKHJKCLP_01845	CDS	1212				hypothetical protein
EKHJKCLP_01846	CDS	546				hypothetical protein
EKHJKCLP_01847	CDS	738				hypothetical protein
EKHJKCLP_01848	CDS	444				hypothetical protein
EKHJKCLP_01849	CDS	720				hypothetical protein
EKHJKCLP_01850	CDS	615				hypothetical protein
EKHJKCLP_01851	CDS	933	pstIR	3.1.21.4		Type II restriction enzyme PstI
EKHJKCLP_01852	CDS	1455	hsdBM	2.1.1.72		Type II methyltransferase M.BsuBI
EKHJKCLP_01853	CDS	213				hypothetical protein
EKHJKCLP_01854	CDS	1170	xerC_18			Tyrosine recombinase XerC
EKHJKCLP_01855	CDS	1182	xerC_19			Tyrosine recombinase XerC
EKHJKCLP_01856	CDS	723				hypothetical protein
EKHJKCLP_01857	CDS	339				hypothetical protein
EKHJKCLP_01858	CDS	309				hypothetical protein
EKHJKCLP_01859	CDS	609				hypothetical protein
EKHJKCLP_01860	CDS	1437	smc_1			Chromosome partition protein Smc
EKHJKCLP_01861	CDS	1032				hypothetical protein
EKHJKCLP_01862	CDS	807	xerC_20			Tyrosine recombinase XerC
EKHJKCLP_01863	CDS	1413	hsdS_1		COG0732	Type I restriction enzyme EcoAI specificity subunit
EKHJKCLP_01864	CDS	591	hsdS_2		COG0732	Type I restriction enzyme EcoAI specificity subunit
EKHJKCLP_01865	CDS	477				hypothetical protein
EKHJKCLP_01866	CDS	1569	hsdS_3		COG0732	Type I restriction enzyme EcoAI specificity subunit
EKHJKCLP_01867	CDS	507				hypothetical protein
EKHJKCLP_01868	CDS	1026	yhcG_4	3.1.-.-	COG4804	Putative nuclease YhcG
EKHJKCLP_01869	CDS	1512	hsdM	2.1.1.72	COG0286	Type I restriction enzymeP methylase subunit
EKHJKCLP_01870	CDS	2361	hsdR	3.1.21.3		Type I restriction enzyme EcoAI endonuclease subunit
EKHJKCLP_01871	CDS	207				hypothetical protein
EKHJKCLP_01872	CDS	1155	xerC_21			Tyrosine recombinase XerC
EKHJKCLP_01873	CDS	1167	xerC_22			Tyrosine recombinase XerC
EKHJKCLP_01874	CDS	345				hypothetical protein
EKHJKCLP_01875	CDS	396				hypothetical protein
EKHJKCLP_01876	CDS	615				hypothetical protein
EKHJKCLP_01877	CDS	381				hypothetical protein
EKHJKCLP_01878	CDS	483				hypothetical protein
EKHJKCLP_01879	CDS	1152				hypothetical protein
EKHJKCLP_01880	CDS	786	ccrM_1	2.1.1.72		DNA methyltransferase CcrM
EKHJKCLP_01881	CDS	852				hypothetical protein
EKHJKCLP_01882	CDS	513				hypothetical protein
EKHJKCLP_01883	CDS	657				hypothetical protein
EKHJKCLP_01884	CDS	2187				hypothetical protein
EKHJKCLP_01885	CDS	1215	yhcG_5	3.1.-.-	COG4804	Putative nuclease YhcG
EKHJKCLP_01886	CDS	123				hypothetical protein
EKHJKCLP_01887	CDS	381				hypothetical protein
EKHJKCLP_01888	CDS	273				hypothetical protein
EKHJKCLP_01889	CDS	276				hypothetical protein
EKHJKCLP_01890	CDS	1728	noc_2			Nucleoid occlusion protein
EKHJKCLP_01891	CDS	255				hypothetical protein
EKHJKCLP_01892	CDS	756	soj	3.6.4.-	COG1192	Sporulation initiation inhibitor protein Soj
EKHJKCLP_01893	CDS	363				hypothetical protein
EKHJKCLP_01894	CDS	342				hypothetical protein
EKHJKCLP_01895	CDS	219				hypothetical protein
EKHJKCLP_01896	CDS	633				hypothetical protein
EKHJKCLP_01897	CDS	225				hypothetical protein
EKHJKCLP_01898	CDS	1275				hypothetical protein
EKHJKCLP_01899	CDS	654				hypothetical protein
EKHJKCLP_01900	CDS	759				hypothetical protein
EKHJKCLP_01901	CDS	225				hypothetical protein
EKHJKCLP_01902	CDS	1578				hypothetical protein
EKHJKCLP_01903	CDS	1389				hypothetical protein
EKHJKCLP_01904	CDS	498				hypothetical protein
EKHJKCLP_01905	CDS	690				hypothetical protein
EKHJKCLP_01906	CDS	684				hypothetical protein
EKHJKCLP_01907	CDS	666				hypothetical protein
EKHJKCLP_01908	CDS	831				hypothetical protein
EKHJKCLP_01909	CDS	1800				hypothetical protein
EKHJKCLP_01910	CDS	2262	mutS_4			DNA mismatch repair protein MutS
EKHJKCLP_01911	CDS	1557				hypothetical protein
EKHJKCLP_01912	CDS	177				hypothetical protein
EKHJKCLP_01913	CDS	609				hypothetical protein
EKHJKCLP_01914	CDS	1689				hypothetical protein
EKHJKCLP_01915	CDS	375				hypothetical protein
EKHJKCLP_01916	CDS	255				hypothetical protein
EKHJKCLP_01917	CDS	468				hypothetical protein
EKHJKCLP_01918	CDS	624				hypothetical protein
EKHJKCLP_01919	CDS	969				hypothetical protein
EKHJKCLP_01920	CDS	1902				hypothetical protein
EKHJKCLP_01921	CDS	2055				hypothetical protein
EKHJKCLP_01922	CDS	1080				hypothetical protein
EKHJKCLP_01923	CDS	444				hypothetical protein
EKHJKCLP_01924	CDS	2079	btuB_2			Vitamin B12 transporter BtuB
EKHJKCLP_01925	CDS	1140				hypothetical protein
EKHJKCLP_01926	CDS	981	hmuU_1		COG0609	Hemin transport system permease protein HmuU
EKHJKCLP_01927	CDS	759	fpuD_1	7.2.2.-		Petrobactin import ATP-binding protein FpuD
EKHJKCLP_01928	CDS	597				hypothetical protein
EKHJKCLP_01929	CDS	1401				hypothetical protein
EKHJKCLP_01930	CDS	1431	smc_2			Chromosome partition protein Smc
EKHJKCLP_01931	CDS	846				hypothetical protein
EKHJKCLP_01932	CDS	591				hypothetical protein
EKHJKCLP_01933	CDS	402				hypothetical protein
EKHJKCLP_01934	CDS	447				hypothetical protein
EKHJKCLP_01935	CDS	1050				hypothetical protein
EKHJKCLP_01936	CDS	612				hypothetical protein
